file;time;vertices;edges;solsize;recsteps;finished;verified
1-random/000040_000000000400.dimacs;0.06;400;432;36;0;1;correct;0;;
1-random/000045_000000000054.dimacs;0.05;54;9;6;0;1;correct;0;;
1-random/000045_000000000135.dimacs;0.06;135;117;32;0;1;correct;0;;
1-random/000045_000000000270.dimacs;0.06;270;291;39;0;1;correct;0;;
1-random/000045_000000000450.dimacs;0.07;450;514;40;0;1;correct;0;;
1-random/000050_000000000060.dimacs;0.05;60;13;9;0;1;correct;0;;
1-random/000050_000000000150.dimacs;0.06;150;137;42;0;1;correct;0;;
1-random/000050_000000000300.dimacs;0.07;300;339;46;0;1;correct;0;;
1-random/000050_000000000500.dimacs;0.07;500;600;47;0;1;correct;0;;
1-random/000055_000000000066.dimacs;0.06;66;14;8;0;1;correct;0;;
1-random/000055_000000000165.dimacs;0.06;165;154;39;0;1;correct;0;;
1-random/000055_000000000330.dimacs;0.06;330;399;48;0;1;correct;0;;
1-random/000055_000000000550.dimacs;0.07;550;676;49;0;1;correct;0;;
1-random/000060_000000000072.dimacs;0.06;72;13;10;0;1;correct;0;;
1-random/000060_000000000180.dimacs;0.06;180;166;43;0;1;correct;0;;
1-random/000060_000000000360.dimacs;0.08;360;436;50;0;1;correct;0;;
1-random/000060_000000000600.dimacs;0.09;600;814;53;0;1;correct;0;;
1-random/000065_000000000078.dimacs;0.07;78;20;11;0;1;correct;0;;
1-random/000065_000000000195.dimacs;0.07;195;202;49;0;1;correct;0;;
1-random/000065_000000000390.dimacs;0.07;390;547;59;0;1;correct;0;;
1-random/000065_000000000650.dimacs;0.07;650;969;63;0;1;correct;0;;
1-random/000070_000000000084.dimacs;0.06;84;21;12;0;1;correct;0;;
1-random/000070_000000000210.dimacs;0.07;210;259;56;0;1;correct;0;;
1-random/000070_000000000420.dimacs;0.07;420;539;60;0;1;correct;0;;
1-random/000070_000000000700.dimacs;0.08;700;1044;67;0;1;correct;0;;
1-random/000075_000000000090.dimacs;0.06;90;33;13;0;1;correct;0;;
1-random/000075_000000000225.dimacs;0.07;225;303;58;0;1;correct;0;;
1-random/000075_000000000450.dimacs;0.07;450;682;68;0;1;correct;0;;
1-random/000075_000000000750.dimacs;0.09;750;1237;70;0;1;correct;0;;
1-random/000080_000000000096.dimacs;0.07;96;24;13;0;1;correct;0;;
1-random/000080_000000000240.dimacs;0.07;240;309;62;0;1;correct;0;;
1-random/000080_000000000480.dimacs;0.09;480;777;73;0;1;correct;0;;
1-random/000080_000000000800.dimacs;0.10;800;1351;77;0;1;correct;0;;
1-random/000085_000000000102.dimacs;0.07;102;36;16;0;1;correct;0;;
1-random/000085_000000000255.dimacs;0.07;255;350;66;0;1;correct;0;;
1-random/000085_000000000510.dimacs;0.07;510;843;76;0;1;correct;0;;
1-random/000085_000000000850.dimacs;0.09;850;1522;82;0;1;correct;0;;
1-random/000090_000000000108.dimacs;0.06;108;38;17;0;1;correct;0;;
1-random/000090_000000000270.dimacs;0.07;270;399;70;0;1;correct;0;;
1-random/000090_000000000540.dimacs;0.08;540;825;78;0;1;correct;0;;
1-random/000090_000000000900.dimacs;0.09;900;1612;85;0;1;correct;0;;
1-random/000095_000000000114.dimacs;0.07;114;46;18;0;1;correct;0;;
1-random/000095_000000000285.dimacs;0.07;285;445;78;0;1;correct;0;;
1-random/000095_000000000570.dimacs;0.08;570;1022;86;0;1;correct;0;;
1-random/000095_000000000950.dimacs;0.09;950;1895;87;0;1;correct;0;;
1-random/000100_000000000120.dimacs;0.08;120;51;20;0;1;correct;0;;
1-random/000100_000000000300.dimacs;0.08;300;453;86;0;1;correct;0;;
1-random/000100_000000000600.dimacs;0.08;600;1151;95;0;1;correct;0;;
1-random/000100_000000001000.dimacs;0.09;1000;2125;96;0;1;correct;0;;
1-random/000200_000000000240.dimacs;0.07;240;166;38;0;1;correct;0;;
1-random/000200_000000000600.dimacs;0.09;600;1744;178;0;1;correct;0;;
1-random/000200_000000001200.dimacs;0.11;1200;4537;194;0;1;correct;0;;
1-random/000200_000000002000.dimacs;0.12;2000;8457;197;0;1;correct;0;;
1-random/000300_000000000360.dimacs;0.08;360;387;58;0;1;correct;0;;
1-random/000300_000000000900.dimacs;0.11;900;4228;283;0;1;correct;0;;
1-random/000300_000000001800.dimacs;0.13;1800;11129;296;0;1;correct;0;;
1-random/000300_000000003000.dimacs;0.15;3000;18365;296;0;1;correct;0;;
1-random/000400_000000000480.dimacs;0.08;480;552;78;0;1;correct;0;;
1-random/000400_000000001200.dimacs;0.12;1200;7930;382;0;1;correct;0;;
1-random/000400_000000002400.dimacs;0.14;2400;18594;392;0;1;correct;0;;
1-random/000400_000000004000.dimacs;0.19;4000;34312;396;0;1;correct;0;;
1-random/000500_000000000600.dimacs;0.11;600;1271;100;0;1;correct;0;;
1-random/000500_000000001500.dimacs;0.13;1500;11271;478;0;1;correct;0;;
1-random/000500_000000003000.dimacs;0.16;3000;30730;498;0;1;correct;0;;
1-random/000500_000000005000.dimacs;0.21;5000;51848;498;0;1;correct;0;;
1-random/000600_000000000720.dimacs;0.09;720;1694;119;0;1;correct;0;;
1-random/000600_000000001800.dimacs;0.13;1800;16548;582;0;1;correct;0;;
1-random/000600_000000003600.dimacs;0.19;3600;43303;593;0;1;correct;0;;
1-random/000600_000000006000.dimacs;0.35;6000;76863;595;0;1;correct;0;;
1-random/000700_000000000840.dimacs;0.13;840;2395;140;0;1;correct;0;;
1-random/000700_000000002100.dimacs;0.22;2100;24239;681;0;1;correct;0;;
1-random/000700_000000004200.dimacs;0.38;4200;58018;692;0;1;correct;0;;
1-random/000700_000000007000.dimacs;0.53;7000;105180;696;0;1;correct;0;;
1-random/000800_000000000960.dimacs;0.16;960;3292;160;0;1;correct;0;;
1-random/000800_000000002400.dimacs;0.25;2400;29513;784;0;1;correct;0;;
1-random/000800_000000004800.dimacs;0.41;4800;75159;795;0;1;correct;0;;
1-random/000800_000000008000.dimacs;0.56;8000;137534;796;0;1;correct;0;;
1-random/000900_000000001080.dimacs;0.15;1080;3671;180;0;1;correct;0;;
1-random/000900_000000002700.dimacs;0.82;2700;39167;872;0;1;correct;0;;
1-random/000900_000000005400.dimacs;0.45;5400;96355;892;0;1;correct;0;;
1-random/000900_000000009000.dimacs;0.64;9000;174388;895;0;1;correct;0;;
1-random/001000_000000001200.dimacs;0.15;1200;4388;199;0;1;correct;0;;
1-random/001000_000000003000.dimacs;0.91;3000;47082;982;0;1;correct;0;;
1-random/001000_000000006000.dimacs;0.55;6000;116702;989;0;1;correct;0;;
1-random/001000_000000010000.dimacs;0.73;10000;214281;997;0;1;correct;0;;
